user_id,song_id,rating,timestamp
254,108,4,2024-06-06 20:39:52.327735
652,266,2,2023-08-27 20:39:52.327735
453,95,4,2024-07-09 20:39:52.327735
37,262,5,2023-09-21 20:39:52.327735
160,313,4,2024-02-16 20:39:52.327735
9,385,5,2024-04-19 20:39:52.327735
233,71,1,2024-04-19 20:39:52.327735
99,442,1,2024-07-04 20:39:52.327735
659,219,3,2024-07-22 20:39:52.327735
816,21,2,2023-09-05 20:39:52.327735
208,92,1,2023-09-30 20:39:52.327735
131,127,5,2023-11-14 20:39:52.327735
404,80,4,2023-12-25 20:39:52.327735
152,312,4,2023-08-30 20:39:52.327735
54,238,3,2024-05-06 20:39:52.327735
120,471,4,2024-05-04 20:39:52.327735
673,372,1,2023-07-31 20:39:52.327735
920,404,4,2024-03-26 20:39:52.327735
628,486,1,2023-12-04 20:39:52.327735
587,182,1,2023-09-28 20:39:52.327735
625,25,2,2024-06-26 20:39:52.327735
968,156,3,2023-11-08 20:39:52.327735
420,5,5,2023-10-30 20:39:52.327735
422,120,1,2023-08-07 20:39:52.327735
104,277,3,2024-06-06 20:39:52.327735
852,18,5,2023-12-05 20:39:52.327735
254,431,4,2024-04-11 20:39:52.327735
227,198,3,2023-12-13 20:39:52.327735
112,57,3,2024-04-27 20:39:52.327735
510,93,3,2024-06-23 20:39:52.327735
473,19,4,2023-09-18 20:39:52.327735
99,384,4,2024-01-30 20:39:52.327735
153,353,3,2023-08-25 20:39:52.327735
861,193,2,2023-09-25 20:39:52.327735
914,237,1,2023-11-13 20:39:52.327735
896,387,4,2023-07-29 20:39:52.327735
878,426,2,2024-07-15 20:39:52.327735
338,277,4,2024-07-03 20:39:52.327735
706,227,3,2023-11-30 20:39:52.327735
822,233,2,2024-04-15 20:39:52.327735
163,40,5,2023-08-14 20:39:52.327735
720,323,1,2024-05-09 20:39:52.327735
957,153,1,2024-05-10 20:39:52.327735
681,127,4,2023-08-22 20:39:52.327735
996,237,1,2023-12-13 20:39:52.327735
161,486,5,2024-07-04 20:39:52.327735
580,493,2,2024-03-17 20:39:52.327735
801,55,2,2023-09-30 20:39:52.327735
398,468,3,2024-01-10 20:39:52.327735
277,436,2,2024-07-19 20:39:52.327735
816,172,4,2023-08-08 20:39:52.327735
916,109,5,2023-09-30 20:39:52.327735
504,354,3,2023-11-05 20:39:52.327735
896,469,4,2023-10-29 20:39:52.327735
392,184,4,2024-07-17 20:39:52.327735
135,439,4,2023-12-17 20:39:52.327735
195,368,1,2024-02-11 20:39:52.327735
401,471,4,2023-11-13 20:39:52.327735
640,198,1,2024-05-25 20:39:52.327735
33,371,2,2023-11-23 20:39:52.327735
688,373,1,2024-05-28 20:39:52.327735
460,461,4,2024-05-27 20:39:52.327735
955,497,5,2024-04-08 20:39:52.327735
883,87,5,2023-08-24 20:39:52.327735
470,201,2,2023-08-28 20:39:52.327735
375,337,4,2023-09-28 20:39:52.327735
22,322,1,2023-12-28 20:39:52.327735
750,275,5,2023-12-29 20:39:52.327735
670,211,3,2023-11-05 20:39:52.327735
38,391,4,2023-07-30 20:39:52.327735
230,118,4,2023-08-30 20:39:52.327735
365,191,3,2024-01-09 20:39:52.327735
563,42,5,2024-04-22 20:39:52.327735
438,42,3,2024-02-12 20:39:52.327735
776,315,2,2023-11-01 20:39:52.327735
283,276,1,2024-01-16 20:39:52.327735
27,329,1,2024-01-13 20:39:52.327735
226,17,5,2023-08-18 20:39:52.327735
277,283,3,2023-12-12 20:39:52.327735
798,431,4,2023-08-18 20:39:52.327735
609,258,4,2023-11-05 20:39:52.327735
284,63,4,2024-01-15 20:39:52.327735
879,62,2,2024-02-17 20:39:52.327735
960,100,2,2024-05-23 20:39:52.327735
481,19,4,2023-11-06 20:39:52.327735
453,17,5,2023-11-27 20:39:52.327735
829,325,2,2024-06-01 20:39:52.327735
816,423,2,2023-10-08 20:39:52.327735
659,466,1,2024-04-03 20:39:52.327735
516,373,1,2023-12-24 20:39:52.327735
547,246,5,2023-12-31 20:39:52.327735
192,251,2,2024-05-20 20:39:52.327735
49,455,2,2024-05-12 20:39:52.327735
512,81,3,2024-07-21 20:39:52.327735
17,39,5,2024-07-03 20:39:52.327735
172,36,5,2023-11-06 20:39:52.327735
220,424,3,2023-08-02 20:39:52.327735
158,429,3,2023-12-17 20:39:52.327735
477,388,1,2024-04-07 20:39:52.327735
46,486,5,2024-01-06 20:39:52.327735
373,409,5,2023-08-16 20:39:52.327735
518,197,3,2024-02-29 20:39:52.327735
99,158,4,2024-05-29 20:39:52.327735
892,204,4,2023-11-18 20:39:52.327735
745,196,1,2024-01-22 20:39:52.327735
37,216,4,2024-07-12 20:39:52.327735
280,285,4,2024-07-24 20:39:52.327735
349,457,4,2024-07-17 20:39:52.327735
497,196,2,2023-12-21 20:39:52.327735
302,307,1,2023-11-10 20:39:52.327735
181,152,3,2023-08-22 20:39:52.327735
607,14,4,2024-03-13 20:39:52.327735
99,325,2,2024-01-26 20:39:52.327735
700,146,4,2024-03-10 20:39:52.327735
993,426,2,2023-12-22 20:39:52.327735
116,57,1,2024-06-24 20:39:52.327735
191,211,4,2024-02-28 20:39:52.327735
253,268,2,2023-11-05 20:39:52.327735
981,210,5,2023-09-02 20:39:52.327735
928,17,5,2024-03-19 20:39:52.327735
983,286,2,2024-03-03 20:39:52.327735
161,344,4,2023-09-26 20:39:52.327735
256,203,4,2024-03-23 20:39:52.327735
323,99,1,2023-12-14 20:39:52.327735
128,279,1,2024-05-14 20:39:52.327735
18,209,3,2023-10-04 20:39:52.327735
793,129,1,2024-07-20 20:39:52.327735
735,335,4,2024-01-11 20:39:52.327735
566,288,3,2024-04-30 20:39:52.327735
570,252,1,2024-05-28 20:39:52.327735
323,265,2,2024-02-10 20:39:52.327735
872,271,5,2024-03-27 20:39:52.327735
686,412,1,2023-08-13 20:39:52.327735
792,408,1,2023-12-30 20:39:52.327735
626,188,2,2024-01-05 20:39:52.327735
288,419,4,2024-01-21 20:39:52.327735
943,214,2,2023-11-11 20:39:52.327735
854,283,1,2024-06-13 20:39:52.327735
663,211,4,2024-07-25 20:39:52.327735
962,365,3,2023-10-17 20:39:52.327735
639,76,1,2024-05-25 20:39:52.327735
155,148,2,2023-08-16 20:39:52.327735
490,321,3,2024-05-11 20:39:52.327735
386,213,5,2024-06-26 20:39:52.327735
986,433,3,2023-10-26 20:39:52.327735
785,109,2,2023-11-14 20:39:52.327735
104,129,3,2023-12-31 20:39:52.327735
929,10,2,2024-03-31 20:39:52.327735
393,47,1,2024-05-06 20:39:52.327735
811,379,4,2023-08-19 20:39:52.327735
246,315,5,2023-08-09 20:39:52.327735
176,96,4,2023-12-09 20:39:52.327735
39,446,4,2023-09-17 20:39:52.327735
477,103,4,2024-03-20 20:39:52.327735
682,380,2,2024-07-25 20:39:52.327735
759,342,2,2023-07-30 20:39:52.327735
538,146,5,2024-07-14 20:39:52.327735
867,368,2,2023-12-05 20:39:52.327735
818,430,2,2023-10-22 20:39:52.327735
921,416,2,2023-10-25 20:39:52.327735
408,27,2,2023-12-31 20:39:52.327735
525,220,1,2024-01-15 20:39:52.327735
828,18,5,2023-08-31 20:39:52.327735
506,167,2,2024-01-03 20:39:52.327735
903,433,5,2023-12-05 20:39:52.327735
825,477,3,2023-09-24 20:39:52.327735
36,82,1,2024-03-28 20:39:52.327735
685,428,2,2023-10-21 20:39:52.327735
20,72,1,2023-11-26 20:39:52.327735
321,310,1,2023-10-15 20:39:52.327735
776,479,3,2023-07-26 20:39:52.327735
512,254,5,2023-10-21 20:39:52.327735
400,162,1,2024-07-01 20:39:52.327735
654,327,4,2023-10-23 20:39:52.327735
972,420,3,2024-05-30 20:39:52.327735
883,402,4,2024-04-06 20:39:52.327735
471,38,3,2023-09-26 20:39:52.327735
143,443,4,2024-02-03 20:39:52.327735
92,393,4,2024-05-29 20:39:52.327735
354,201,1,2023-11-06 20:39:52.327735
834,494,1,2024-04-29 20:39:52.327735
800,200,3,2024-01-19 20:39:52.327735
727,255,5,2023-09-13 20:39:52.327735
959,179,1,2024-04-28 20:39:52.327735
854,35,1,2024-05-03 20:39:52.327735
51,82,2,2023-11-25 20:39:52.327735
665,389,1,2023-08-17 20:39:52.327735
698,398,5,2024-03-20 20:39:52.327735
575,220,2,2024-04-30 20:39:52.327735
190,158,4,2024-05-19 20:39:52.327735
125,4,4,2023-10-31 20:39:52.327735
150,167,2,2023-07-27 20:39:52.327735
314,468,2,2023-08-20 20:39:52.327735
570,448,2,2024-06-15 20:39:52.327735
342,409,3,2024-03-31 20:39:52.327735
305,412,5,2024-05-14 20:39:52.327735
692,204,5,2024-04-30 20:39:52.327735
682,194,4,2024-05-27 20:39:52.327735
838,235,4,2024-06-18 20:39:52.327735
783,206,4,2024-05-07 20:39:52.327735
54,150,1,2024-02-04 20:39:52.327735
444,159,4,2024-02-19 20:39:52.327735
613,279,2,2023-11-01 20:39:52.327735
993,304,4,2023-08-13 20:39:52.327735
264,404,2,2024-04-01 20:39:52.327735
53,381,3,2023-08-21 20:39:52.327735
572,166,1,2024-05-12 20:39:52.327735
620,311,1,2024-07-17 20:39:52.327735
5,68,5,2023-10-04 20:39:52.327735
103,463,3,2024-06-21 20:39:52.327735
196,88,2,2024-05-12 20:39:52.327735
774,217,3,2023-10-09 20:39:52.327735
877,1,1,2023-12-10 20:39:52.327735
992,135,2,2024-02-03 20:39:52.327735
884,185,3,2023-10-05 20:39:52.327735
350,351,1,2023-12-14 20:39:52.327735
47,140,2,2024-06-09 20:39:52.327735
867,106,2,2023-09-28 20:39:52.327735
823,133,1,2024-04-04 20:39:52.327735
936,108,2,2024-03-12 20:39:52.327735
820,178,1,2023-12-26 20:39:52.327735
656,298,4,2023-11-08 20:39:52.327735
269,358,4,2023-08-01 20:39:52.327735
370,380,2,2024-07-02 20:39:52.327735
636,396,2,2023-12-15 20:39:52.327735
106,359,1,2024-02-26 20:39:52.327735
670,146,2,2024-02-12 20:39:52.327735
659,450,5,2024-05-01 20:39:52.327735
657,74,4,2023-12-21 20:39:52.327735
120,463,2,2024-05-28 20:39:52.327735
831,478,2,2024-05-23 20:39:52.327735
787,108,3,2024-05-15 20:39:52.327735
604,122,2,2024-07-16 20:39:52.327735
58,17,5,2024-02-03 20:39:52.327735
951,196,4,2024-04-29 20:39:52.327735
346,327,3,2023-09-18 20:39:52.327735
741,318,1,2023-09-03 20:39:52.327735
474,297,1,2023-12-14 20:39:52.327735
117,479,4,2024-03-31 20:39:52.327735
830,499,1,2023-07-27 20:39:52.327735
791,252,5,2024-01-30 20:39:52.327735
127,487,2,2023-08-06 20:39:52.327735
393,119,4,2024-06-11 20:39:52.327735
908,162,3,2023-08-13 20:39:52.327735
641,198,2,2023-11-20 20:39:52.327735
58,498,1,2024-03-26 20:39:52.327735
634,486,1,2024-06-25 20:39:52.327735
513,45,3,2024-03-03 20:39:52.327735
751,314,5,2023-11-24 20:39:52.327735
802,179,3,2024-06-04 20:39:52.327735
96,382,4,2023-09-08 20:39:52.327735
638,418,3,2024-04-23 20:39:52.327735
118,44,1,2023-08-05 20:39:52.327735
560,271,5,2024-01-25 20:39:52.327735
601,78,5,2024-03-31 20:39:52.327735
488,326,3,2024-07-25 20:39:52.327735
237,178,4,2023-11-25 20:39:52.327735
885,357,1,2024-04-06 20:39:52.327735
897,498,2,2023-07-27 20:39:52.327735
272,416,5,2024-07-01 20:39:52.327735
189,451,3,2024-04-24 20:39:52.327735
999,3,4,2024-05-28 20:39:52.327735
704,214,4,2023-08-02 20:39:52.327735
447,342,1,2024-05-14 20:39:52.327735
